id,achievementCount,attemptCount,communityCreation,creationTime,description,detailsPageUrl,doneAchievementCount,globalTotal,lastActivity,level,mode,position,solvedCount,testSessionHandle,title,total,type,validatorScore,xpPoints,feedbackAvg,feedbackCount
13,2,21093,False,2014-07-23 08:25:49.000000000,"Il faut savoir prendre des risques et miser sur des actions qui n'ont pas l'air bien fiables. Il faut aussi savoir vendre avant d'avoir tout perdu. La bourse, c'est compliqué. C'est pourquoi nous vous proposons d'écrire un programme pour simplifier tout cela et nous permettre d'investir en toute confiance.<br>
Rassurez-vous, vous n'aurez pas besoin d'être un crack... boursier ?
<br>
<br>
<u>Algo</u> : Recherches dans un set de valeurs.<br>
<br>",/training/medium/stock-exchange-losses,2,,2016-03-03 16:40:12.391000064,medium,,,17992,38074376e3524d5da5fbac8f10b6cbe76935040,Pertes en bourse,,CODE,100,100.0,4.291076487252124,1412
14,2,13254,False,2014-07-23 08:28:17.000000000,"Aujourd'hui vous êtes chargé de relier un ensemble de maisons au réseau général. Seulement voilà, votre collègue étourdi a oublié une partie du stock de bobines de câbles avant de partir ce matin. Vous regardez la camionnette à moitié vide en soupirant. Pfff, il va falloir se débrouiller pour utiliser la longueur de câble la plus courte possible.<br>
<br>
<u>Algo</u> : Distance optimale.<br>
<br>",/training/medium/network-cabling,2,,2017-07-22 21:47:17.119000064,medium,,,9602,38406481ee4dd40cd364688afb2997750add6a3,Câblage réseau,,CODE,100,100.0,4.248313090418353,741
15,2,14471,False,2014-07-23 08:29:25.000000000,"Une séquence de Conway est une suite amusante où un élément décrit l'élément précédent, et ce récursivement. De la fumée vous sortira des oreilles après avoir démêlé ce mic-mac !
<br>
<br>
<u>Algo</u> : Conway sequence.<br>
<br>
",/training/medium/conway-sequence,2,,2016-03-03 15:00:18.127000064,medium,,,13287,380761625b498d6a1199f95386c8002f7487749,Suite de Conway,,CODE,100,100.0,4.34668071654373,949
16,2,14576,False,2014-07-23 08:30:22.000000000,"Tous ces numéros de téléphone à retenir ! Et si on inventait une nouvelle manière de stocker les numéros en mémoire afin qu'ils prennent le moins de place possible ? C'est à vous qu'incombe cette lourde tâche, mais nous sommes sûrs que vous réussirez sans problème à surmonter ce défi. On s'appelle ?<br>
<br>
<u>Algo</u> : optimisation de stockage.<br>
<br>",/training/medium/telephone-numbers,2,,2016-03-03 15:00:18.127000064,medium,,,11987,3814183481d3217a774125f24b2e1263e8e6994,Numéros de téléphone,,CODE,100,100.0,4.406521739130435,920
17,2,10810,False,2014-07-23 08:31:39.000000000,"Il est parfois intéressant de retrouver quels sont les auteurs qui ont influencé notre écrivain préféré. Et si on s'essayait à cet exercice, en trouvant qui a hérité de qui, au moyen d'un graphe d'influence ?
<br>
<br>
<u>Algo</u> : Parcours de graphe.<br>
<br>",/training/medium/dwarfs-standing-on-the-shoulders-of-giants,2,,2016-03-03 16:24:18.337999872,medium,,,8874,38500034328499191d2ba3f4bcb5264684b50d2,Des nains sur des épaules de géants,,CODE,100,100.0,4.383458646616542,665
18,2,12869,False,2014-07-23 08:34:02.000000000,"Bender, robot dépressif depuis que son intelligence artificielle a été amoindrie, erre dans les rues pour trouver la cabine à suicide la plus proche. Pour l'empêcher de commettre l'irréparable, vous vous voyez confier la tâche de prédire le chemin qu'empruntera Bender afin de pouvoir l'intercepter. Vous aurez à votre disposition la logique des déplacements du robot. Qu'est-ce que vous faites encore là ? Courez au secours de Bender !
<br>
<br>
<u>Algo</u> : Calcul de trajectoire.<br>
<br>
<i>Si vous aimez Bender et Futurama, n'hésitez pas à vous essayer aux autres exercices (sur des thèmes différents) proposés qui incluent Bender,  «&nbsp;Bender - La machine à fric&nbsp;» et «&nbsp;Bender - Complexité&nbsp;».</i>",/training/medium/bender-episode-1,2,,2017-11-08 10:03:19.524999936,medium,,,8159,380953967cb06ac2268cf1917a63c2018910a5a,Bender - Episode 1,,CODE,100,100.0,4.532524807056229,907
19,2,13894,False,2014-07-23 08:34:48.000000000,"Quand vous jouez au scrabble le dimanche en famille, la situation dégénère souvent très vite. Quel est le meilleur coup à jouer ? Faut-il poser ""Flasque"" ou ""Flaques"" ? Que va faire grand-mère au coup prochain ? Nous vous proposons un exercice pour calculer quel est le meilleur mot à jouer parmi une liste de mot possibles.
<br>
<br>
<u>Algo</u> : Pondération.<br>
<br>",/training/medium/scrabble,2,,2016-03-03 15:00:18.127000064,medium,,,11781,38496809f9248e5b7df353cf3ea34967bdce9c7,Scrabble,,CODE,100,100.0,4.412045889101338,1046
20,2,13078,False,2014-07-23 08:35:43.000000000,"Le TARDIS, vaisseau inter-espace-temps, s'est posé sur une planète étrange. La population locale, les Oods, cherchent à faire un cadeau à un autre Ood, mais n'arrivent pas à trouver un moyen de répartir équitablement leur budget. Aidez le Docteur à trouver un système pour décider quelle doit être la contribution de chaque Ood.
<br>
<br>
<u>Algo</u> : Répartition.<br>
<br>
<i>Ce défi est le premier des deux exercices proposés lors du challenge «&nbsp;Doctor Who&nbsp;». Si vous aimez Doctor Who et voulez essayer un exercice plus compliqué, un autre exercice est disponible sur un thème différent, «&nbsp;Doctor Who - Partitions de Musique&nbsp;»</i>",/training/medium/the-gift,2,,2016-03-03 15:00:18.127000064,medium,,,10989,3841789b92b8306a88b7f55ce1fbbc6e173d68c,Le cadeau,,CODE,100,100.0,4.35621301775148,845
21,2,10274,False,2014-07-23 08:37:19.000000000,"On sait tous maintenant que la fin du monde n'a pas eu lieu le 21 décembre 2012. Mais c'est vrai qu'il est facile de mal interpréter les calculs mayas, tant leur système de numération était compliqué !<br />
Aidez-nous à trouver la date de la prochaine apocalypse en déchiffrant des messages venus d'un autre temps.
<br>
<br>
<u>Algo</u> : Changement de bases numériques.<br>
<br>",/training/medium/mayan-calculation,2,,2016-03-03 15:00:18.127000064,medium,,,8390,3816620f17fb31995dea575c0057208a1711335,Calcul Maya,,CODE,100,100.0,4.419178082191781,730
22,2,14389,False,2014-07-23 08:55:30.000000000,"Le réseau Skynet est toujours en activité, même si le virus de la Résistance continue de se propager. Aidez le virus et affaiblissez Skynet, en coupant l'accès à ses ressources. Le sort de l'Humanité dépend de vous.
<br>
<br>
<u>Algo</u> : Parcours et recherche dans un graphe.<br>
<br>
<i>Ce défi difficile est le second des deux exercices proposés lors du challenge «&nbsp;Skynet - Le final&nbsp;». Avant de vous y essayer, pensez à regarder le niveau précédent, «&nbsp;Skynet - Le virus&nbsp;», sur le même thème mais avec une difficulté moindre.</i>
",/training/hard/skynet-revolution-episode-2,2,,2018-08-22 16:48:05.267000064,hard,,,3986,3814137b400ed8184cd77998731d4a237feee10,Skynet Revolution - Episode 2,,SOLO,100,250.0,4.787650602409639,664
23,3,7273,False,2014-07-23 08:56:37.000000000,"Prenez le contrôle de la résistance contre les machines. Après avoir réussi à capturer des Moto-Terminators, vous devez les reprogrammer avec un cheval de troie pour   et leur avoir injecté un virus dans un groupe de Moto-Terminator et vous devez les diriger dans le centre névralgique de Skynet.<br />
<br />
<u>Algo</u> : Parcours d'arbre en profondeur ou Retour sur trace.<br />
<br />
<i>Ce défi est le second d'une série de deux exercices proposés lors du challenge «&nbsp;Skynet Révolution&nbsp;». Lors du premier défi vous deviez diriger une Moto-Terminator vers une plate-forme. Dans «&nbsp;Skynet - Le Pont&nbsp;», vous devrez contrôler plusieurs motos et éviter les obstacles. Bien plus dur !</i>",/training/hard/the-bridge-episode-2,3,,2018-02-16 23:25:49.358000128,hard,,,1776,3821749d8b06268cf169d88fc69151437385373,The Bridge,,SOLO,100,375.0,4.614754098360656,244
24,2,22205,False,2014-07-23 08:57:18.000000000,"Fraîchement débarqué, le capitaine Kirk doit se rendre à la salle de contrôle de la base, perdue au fin fond d'un dédale de couloirs et de cul-de-sacs. Il vous faudra l'aider à retrouver son chemin au coeur de ce labyrinthe. Il faut faire vite, le temps vous est compté.
<br>
<br>
<u>Algo</u> : Recherche de chemin optimal.<br>
<br>
<i>Ce défi difficile est le second des deux exercices proposés lors du challenge «&nbsp;Kirk's Quest&nbsp;». Avant de vous y essayer, échauffez vous sur le niveau facile «&nbsp;La Descente&nbsp;», qui met aussi en scène le capitaine Kirk.</i>",/training/hard/the-labyrinth,0,,2018-02-06 15:33:24.108000000,hard,,,3825,3821692d6abb260b1043235daa6d26ea8552f4b,Le labyrinthe,,SOLO,38,250.0,4.7178130511463845,567
25,2,4545,False,2014-07-23 08:58:17.000000000,"Thor a enfin récupéré son marteau. Juste à temps, car des hordes de géants sont en train de fondre sur lui pour le neutraliser. Mais il ne s'arrêteront pas là ! les géants veulent ensuite prendre le contrôle d'Asgard et conquérir tous les mondes de l'Yggdrasil. Mettez au point votre stratégie guerrière pour vaincre tous les géants et empêcher Ragnarok.<br>
<br>
<i>Ce défi difficile est le deuxième d'une série de deux exercices proposés lors du challenge «&nbsp;Ragnarok&nbsp;». Pour bien démarrer avec ce challenge, utilisez votre code du défi «&nbsp;Le marteau de Thor&nbsp;», qui vous servira de base pour déplacement le héros.</i>",/training/hard/power-of-thor-episode-2,0,,2017-07-30 15:30:32.148000000,hard,,,879,3873060049bdb49798da4bcb6269c8ea67e6123,Power of Thor - Episode 2,,SOLO,20,250.0,4.511111111111111,90
26,2,4173,False,2014-07-23 09:01:09.000000000,"Le département de recherche de votre université a fait récemment l'acquisition d'un magnifique super calculateur. Seulement voilà, tout le monde veut l'utiliser. Un chercheur du labo de chimie veut réaliser une série de calculs d'une semaine, votre collègue Martin voudrait y accéder pour ""juste un petit truc qui prend pas de temps, c'est promis"", etc... Bref, cela ne va pas être chose aisée d'organiser l'emploi du temps de cette machine. A vous de planifier quelles sera l'ordre et le nombre d'expériences qui tourneront sur le calculateur pour permettre au maximum de demandes d'être satisfaites.<br>
<br>
<u>Algo</u> : Ordonnancement.<br>
<br>",/training/hard/super-computer,2,,2016-03-24 17:04:11.956000000,hard,,,2818,387275179e1635f7cc936f65bf653e17ed30b13,Super calculateur,,CODE,100,250.0,4.4186046511627906,215
27,3,5713,False,2014-07-23 09:01:57.000000000,"On aime tous les montagnes russes. Mais il y a des gens qui aiment les gens qui aiment les montagnes russes. C'est gens, aujourd'hui, c'est vous. Vous êtes chargés de compter les recettes d'une attraction dans un parc. Espérons qu'il y ait plus de hauts que de bas.<br>
<br>
<u>Algo</u> : Calculs.<br>
<br>",/training/hard/roller-coaster,2,,2016-03-05 14:14:03.097999872,hard,,,3884,3821919a63b367d573237a07b6cda0053170f13,Montagnes russes,,CODE,100,375.0,4.577319587628866,388
28,2,3396,False,2014-07-23 09:04:27.000000000,"Chez CodinGame on aime réinventer la roue. XML, JSON etc. c'est bien mais pour un web meilleur nous avons inventé notre propre format de données textuelles (nommé CGX) pour représenter de l'information structurée.?
<br />
Pour ce défi, il vous sera demandé d'écrire un programme capable d'identifier des blocs de texte en respectant les règles de formatage CGX.
<u>Algo</u> : Formatage de texte.<br>
<br>",/training/hard/cgx-formatter,1,,2018-02-24 12:02:57.289999872,hard,,,2489,390293851ed2e1a6d03bb2e0b234435b569f068,Indentation CGX,,CODE,95,250.0,4.350253807106599,197
29,2,2295,False,2014-07-23 09:05:15.000000000,"""Ouais, grave. Attends... Je vais devoir raccrocher, j'entre dans le métro... Non, pas le grossiste... Ouais... Ok, ben on se retrouve devant le musée alors... Non, pas celui-là, l'autre à côté de la place où on a pris un café l'autre jour. Prends le tram, ligne 6. Ouais. Ok. Salut.""<br />
<br>
<br>
<u>Algo</u> : Recherche de chemin optimal.<br>
<br>",/training/hard/tan-network,2,,2018-04-14 10:11:54.606000128,hard,,,1479,38739343b47fd17fedcf956dc37adb917e4056d,Réseau TAN,,CODE,100,250.0,4.291338582677166,127
30,2,3565,False,2014-07-23 09:07:05.000000000,"Guanine, Thymine, Cytosine... Vous avez peut-être appris tout cela en cours de biologie au lycée, mais l'avez tout de suite oublié. Rassurez-vous, nous aussi. Le but de ce défi est de trouver comment superposer des chaînes de nucléotides (pardon, de caractères) de manière à ce qu'elles prennent le moins de place possible.<br>
<br>
<u>Algo</u> : Reconnaissance de motifs.<br>
<br>",/training/hard/genome-sequencing,2,,2016-03-10 17:32:36.116000000,hard,,,2487,39035390c19c4101211b03e2774dfe5ffe349ab,Séquençage du génôme,,CODE,100,250.0,4.38421052631579,190
31,2,3876,False,2014-07-23 09:07:27.000000000,"Saviez-vous que la distance entre votre pouce et votre auriculaire déployé fait approximativement 20cm ? Cela s'appelle l'empan. Très utile pour évaluer des distances, non ? en parlant d'évaluer des distances, sortez votre compas et vos équerre, car il vous faudra mesurer des surfaces dans ce défi.",/training/hard/surface,2,,2018-02-17 23:29:15.606000128,hard,,,2959,3876814e4bf99cca71735606f7c868ada62f73e,Surface,,CODE,100,250.0,4.593457943925234,214
32,2,2895,False,2014-07-23 09:09:13.000000000,"Jackpot ! Bender se retrouve dans le bâtiment de CodinGame, véritable dédale de couloirs sans fin et comportant de nombreuses pièces. Les employés de CodinGame étant un peu distraits, ils laissent tomber des billets de banque sur leur passage (vers la machine à café, la piscine, le baby-foot, ...). Il y a un gros pactole à récupérer, et Bender n'est pas prêt de le manquer.<br>
Aidez-le à ramasser un max de billets et à quitter le bâtiment avant que les employés de CodinGame ne le dépècent pour récupérer sa mémoire vive.<br>
<br>
<u>Algo</u> : Trajectoire pondérée.<br>
<br>
<i>Si vous aimez Bender et Futurama, essayez-donc les deux autres défis sur le même thème,  «&nbsp;Bender - Un robot dépressif&nbsp;» and «&nbsp;Bender - Complexité&nbsp;».</i>",/training/hard/bender-episode-2,2,,2016-03-08 17:04:18.563000064,hard,,,2048,3875577643028d69855f2ee98cd07665b6b5a4b,Bender - Episode 2,,CODE,100,250.0,4.540372670807454,161
33,2,2444,False,2014-07-23 09:10:25.000000000,"Bender revient dans une aventure où plusieurs programmes écrits par des CodinGamers lui sont proposés, mais avant de les exécuter il veut pouvoir évaluer leurs performances. A vous de définir la complexité de ces algorithmes et choisir le plus optimal.<br>
<br>
<u>Algo</u> : Calcul de complexité.<br>
<br>
<i>Si vous aimez Bender et Futurama, essayez-donc les deux autres défis sur le même thème,  «&nbsp;Bender - Un robot dépressif&nbsp;» and «&nbsp;Bender - La machine à fric&nbsp;».</i>",/training/hard/bender-episode-3,2,,2017-07-22 21:51:38.561999872,hard,,,1402,3876831c5f3eedea1bfe8966675568a7208f0cd,Bender - Episode 3,,CODE,100,250.0,4.11,100
35,2,3315,False,2014-07-23 09:21:29.000000000,"On lui avait pourtant dit : les temples maudits, ce n'est pas une tasse de thé ! Mais Indiana Jones n'écoute que sa bravoure, et le voilà dévalant en trombe un labyrinthe mouvant, poursuivi par des rochers manquant de l'écraser comme une crêpe.<br>
Aidez-le à trouver la sortie en évitant les pièges !
<br>
<br>
<u>Algo</u> : Recherche de chemins.<br>
<br>
<i>Ce défi difficile est le deuxième d'une série de deux exercices proposés lors du challenge «&nbsp;The Last Crusade&nbsp;». Avant de vous y essayer, nous vous recommandons si ce n'est pas déjà fait de démarrer par le premier niveau, un défi facile qui vous fournira une base de code avant de vous attaquer à celui-ci.</i>",/training/hard/the-last-crusade-episode-2,0,,2018-02-06 21:33:47.263000064,hard,,,790,38714162b846eec9d41ea8f344491f5897cc061,The Last Crusade - Episode 2,,SOLO,32,250.0,4.465909090909091,88
36,2,3332,False,2014-07-23 09:22:32.000000000,"<i>""Oups, j'ai oublié mon chapeau.""</i><br>
Indy revient dans une nouvelle série de dédales inédits et diablement compliqués pour vérifier si vous avez vraiment l'étoffe d'un vrai archéologue ! (Doctorat d'études en archéologie : facultatif. Savoir programmer en étant poursuivi par un rocher d'une tonne et demi : vivement recommandé.)
<br>
<br>
<u>Algo</u> : Recherche de chemins.<br>
<br>
<i>Ce défi expert est le dernier (et inédit !) volet d'une série de trois exercices dont les deux premiers ont été proposés lors du challenge «&nbsp;The Last Crusade&nbsp;». Avant de vous y essayer, nous vous recommandons si ce n'est pas déjà fait de démarrer par les deux niveaux précédents qui vous fourniront une base de code avant de vous attaquer à celui-ci.</i>",/training/expert/the-last-crusade-episode-3,0,,,expert,,,266,,The Last Crusade - Episode 3,,SOLO,0,500.0,4.288135593220339,59
37,2,4387,False,2014-07-23 09:23:21.000000000,"Bip. Biiiip. Bip. Bip.<br />
Au musée de la résistance se trouvent beaucoup de relevés d'échanges télégraphiques, mais ceux-ci sont encore encodés en code Morse. Pas de chance, c'est vous le stagiaire du musée à qui on va confier la basse besogne de décoder tous ces messages. Écrivez donc un programme qui fera le travail à votre place ;) . Une bonne occasion pour apprendre ce langage et briller en société.<br />
Bip. Biiip. Bip. Bip.
<br>
<br>
<u>Algo</u> : Déchiffrement.<br>
<br>",/training/expert/the-resistance,2,,2018-09-02 07:52:24.584999936,expert,,,1729,3918706089ccb3ca8257c25e96309c334651a15,La résistance,,CODE,100,500.0,4.570934256055363,289
38,2,1874,False,2014-07-23 09:24:17.000000000,"Le Docteur s'est encore retrouvé dans de beaux draps. Un alien fort antipathique menace de s'approprier le TARDIS, son vaisseau spatial et temporel. Alors qu'une douce mélodie lui parvient à l'oreille, il sait que c'est sa dernier chance. Vite ! Aidez-le à retrouver les notes pour contrer les attaques de l'extra-terrestre.<br>
Pas besoin de savoir jouer du Mozart pour ce défi, et personne ne vous entendra chanter faux.
<br>
<br>
<u>Algo</u> : Traitement d'images sous forme de tableaux de bits.<br>
<br>
<i>Ce défi difficile est le second des deux exercices proposés lors du challenge «&nbsp;Doctor Who&nbsp;». Avant de vous y essayer, pensez à regarder le niveau précédent, «&nbsp;Doctor Who - Le cadeau&nbsp;», sur le thème de Doctor Who et plus facile pour s'échauffer.</i>",/training/expert/music-scores,0,,2018-08-14 16:51:04.295000064,expert,,,951,39029082da7beda5f143d0ca406ff4df549a80d,Partitions de musique,,CODE,0,500.0,4.55,100
39,3,3610,False,2014-07-23 09:25:46.000000000,"Vos radars ont détecté des signaux fortement intéressants qui pourraient potentiellement amener le robot martien à découvrir des formes de vie actives sur mars ! Le seul problème est que ces signaux semblent provenir d'une série de cavernes, et vous devrez améliorer votre système pour que le vaisseau puisse se poser à l'intérieur de la caverne et décharger le robot d'exploration. Si vous réussissez, c'est à coup sûr la légion d'honneur. Bonne chance, commandant.<br>
<br>
<u>Algo</u> : Asservissement en rotation, position, vitesse.<br>
<br>
<i>Ce défi difficile est le troisième et dernier d'une série de trois exercices proposés lors du challenge «&nbsp;Mars Lander&nbsp;». Si vous avez des difficultés avec ce défi, n'hésitez pas à commencer par les deux niveaux précédents, «&nbsp;Mars&nbsp;Lander - Niveau 1 et 2&nbsp;»sur le même thème mais avec une difficulté moindre.</i>",/training/expert/mars-lander-episode-3,1,,2017-06-29 15:12:47.180000000,expert,,,741,3893822b684d517a5b9e72da94f1e643a3ce3b1,Mars Lander - Episode 3,,SOLO,50,750.0,4.613138686131387,137
40,3,153655,False,2014-08-10 18:19:17.000000000,"Vous voilà commandant de la mission d'exploration <i>Mars&nbsp;Lander</i>, destinée à l'atterrissage d'un robot d'exploration du sol martien. Vos supérieurs à la NASA attendent beaucoup de votre part et vous aurez à prouver que vous avez l'étoffe d'un grand commandant intersidéral. Vous devrez faire atterrir le vaisseau sur mars en faisant attention à ce que l'arrivée se fasse en douceur.<br>
<br>
<u>Algo</u> : Asservissement en vitesse.<br>
<br>
<i>Ce défi facile est le premier d'une série de trois exercices proposés lors du challenge «&nbsp;Mars Lander&nbsp;». Une fois résolu allez vous confronter au deuxième défi «&nbsp;Mars&nbsp;Lander - Level 2&nbsp;»sur le même thème mais avec une difficulté accrue !</i>",/training/easy/mars-lander-episode-1,3,,2016-03-03 15:00:18.127000064,easy,,,117805,37610657655cd7cdcef8dd9266d926e6cb56c04,Mars Lander - Episode 1,,SOLO,100,75.0,4.294996170538678,7834
41,2,74484,False,2014-08-10 19:57:32.000000000,"<i>NA NA NA NA NA BATMAN</i><br>
Une aventure de Batman comme on les aime : le Joker, des bombes, des otages, un compte à rebours, et un héros. Le héros, c'est vous. A vous de retrouver et désamorcer les bombes avant qu'elles n'explosent ! Alfred a tout prévu pour cela, et vous confie un détecteur de chaleur réglé sur la signature thermique des bombes du Joker. Facile ? On va voir.
<br>
<br>
<u>Algo</u> : Convergence.<br>
<br>
<i>Ce défi moyen est le premier d'une série de deux exercices proposés lors du challenge «&nbsp;Shadows of the Knight&nbsp;». Une fois résolu, pourquoi ne pas tenter de coder le niveau suivant, «&nbsp;Triangulation&nbsp;», sur le même thème mais avec une difficulté accrue.</i>",/training/medium/shadows-of-the-knight-episode-1,2,,2016-03-03 15:00:18.127000064,medium,,,35548,37948176d59cf632aca21016800d20bdd0b2e34,Shadows of the Knight - Episode 1,,SOLO,100,100.0,4.584243202740312,4671
42,3,8389,False,2014-08-10 20:00:22.000000000,"Le Joker est toujours en fuite ! En parlant de fuite, ça sent le gaz. Une nouvelle série de bombes a été placée dans les immeubles de la cité par le Joker. Armé du tout nouveau détecteur d'Alfred, ALF2.0, il vous faudra jouer des pieds et mains pour escalader ces immeubles et aller désamorcer les bombes.
<br>
<br>
<u>Algo</u> : Triangulation.<br>
<br>
<i>Ce défi difficile est le second des deux exercices proposés lors du challenge «&nbsp;Shadows of the Knight&nbsp;». Avant de vous y essayer, pensez à regarder le niveau précédent, «&nbsp;Détecteur de chaleur&nbsp;», sur le même thème mais avec une difficulté moindre.</i>",/training/expert/shadows-of-the-knight-episode-2,1,,2018-09-07 20:53:39.327000064,expert,,,1139,38938524ef8cdb1824ca66013e63dffc3b666c8,Shadows of the Knight - Episode 2,,SOLO,62,750.0,4.551724137931035,261
